Demo_ID,Group,Phase_Label,Target_Arm,Smoothness,SPARC,Ellipsoid_Volume_95,Kinematic_SampEn,Segment_Path_Length,Total_Path_Length
0,Global_Adaptive,3,R,6.528185467601831,-4.5016725156130954,-6.225870555629577,0.4462871026284195,0.026690675099314345,0.026690675099314345
1,Global_Adaptive,3,R,7.844861394109685,-5.116410960106404,-6.278705940249196,0.352355282794216,0.04066500467546468,0.04066500467546468
2,Global_Adaptive,3,R,6.0320406933672155,-3.8645764723481824,-6.370723792954574,0.587786664902119,0.02943133694580391,0.02943133694580391
3,Global_Adaptive,3,R,6.387149883715918,-3.422655662732766,-6.504930540728129,0.8622235106038793,0.030961609711483363,0.030961609711483363
4,Global_Adaptive,3,R,7.788542079374588,-4.593705979029543,-6.077398255950123,0.43028027722788836,0.050349920113902207,0.050349920113902207
5,Phased_Adaptive,3,R,5.770386424110392,-3.3367872851734974,-6.862658144107369,0.6931471805599453,0.01894735087980126,0.01894735087980126
6,Phased_Adaptive,3,R,4.4049538969173465,-3.8577450874910744,-6.707493699305553,0.6931471805599453,0.018858979474852752,0.018858979474852752
7,Phased_Adaptive,3,R,3.700077682742503,-5.16880600542636,-7.151453399289948,0.40546510810816444,0.013097114363571109,0.013097114363571109
8,Phased_Adaptive,3,R,4.3038179231564815,-4.047784212290194,-6.7913013996415454,1.0986122886681098,0.018493130775247217,0.018493130775247217
9,Phased_Adaptive,3,R,3.4115780913999925,-5.425248266834009,-7.757568511363414,0.6931471805599453,0.008276649772558866,0.008276649772558866
10,Global_Adaptive,3,R,8.79017307070886,-4.282164395857377,-6.125374956540087,0.3398148581179027,0.05919169640137824,0.05919169640137824
12,Global_Adaptive,3,R,7.413342197228196,-6.513831892815623,-6.37526582119167,0.19766712646861492,0.04165003561798476,0.04165003561798476
13,Global_Adaptive,3,R,6.123657998735063,-4.516724737155091,-7.208128255895603,0.4653632496892333,0.019710711468194284,0.019710711468194284
14,Global_Adaptive,3,R,8.594171322696925,-4.576952444406723,-5.520863157495677,0.41515041384262813,0.09551309389658245,0.09551309389658245
15,Phased_Adaptive,3,R,8.17409528172775,-6.046448199127612,-6.316959986052022,0.547639596888707,0.04569504459277397,0.04569504459277397
20,Phased_Adaptive,3,R,6.790442416170618,-3.522574242204209,-6.561982012157661,0.45874647472110114,0.03115072692681764,0.03115072692681764
22,Global_Adaptive,3,R,4.962296979954598,-7.306772928537623,-7.613573572855239,0.6931471805599453,0.013613693854651715,0.013613693854651715
23,Global_Adaptive,3,R,3.434884336386312,-5.2937340632579994,-7.308823470096243,,0.012241923946911796,0.012241923946911796
25,Global_Adaptive,3,R,7.496440573492037,-4.810547894140473,-6.069709445862285,0.5621189181535413,0.054265396549759246,0.054265396549759246
26,Phased_Adaptive,3,R,4.0813332472576995,-7.206303456153011,-8.169616301829103,,0.008725876934642513,0.008725876934642513
27,Phased_Adaptive,3,R,7.583496055884288,-4.161106785442913,-6.509301869654796,0.3730836986051245,0.029099926601030987,0.029099926601030987
29,Phased_Adaptive,3,R,5.7882784745082425,-4.125261297874067,-6.225058565573046,0.6931471805599453,0.02781508733622971,0.02781508733622971
31,Global_Adaptive,3,R,7.454625184691511,-3.721922410151876,-5.850724698852049,0.4900224961362275,0.04866297600693749,0.04866297600693749
32,Global_Adaptive,3,R,6.6840065808385996,-3.2743221215018834,-5.195428551120202,0.4732877044469254,0.05538130806838614,0.05538130806838614
33,Global_Adaptive,3,R,7.327347554642378,-6.068336927900306,-5.562025342388729,0.39768296766610944,0.05510189845559654,0.05510189845559654
35,Global_Adaptive,3,R,7.704223610091239,-3.650142047036603,-5.2961058762298965,0.360819697202101,0.07279340948098881,0.07279340948098881
36,Phased_Adaptive,3,R,6.157325181392042,-4.385868314500987,-6.585740626837157,1.1526795099383855,0.022083666654827243,0.022083666654827243
37,Phased_Adaptive,3,R,6.382873821977339,-2.851179996483347,-6.81451476628708,0.2776317365982795,0.02387869760546048,0.02387869760546048
38,Phased_Adaptive,3,R,7.191861383835949,-4.69869425172257,-6.327745345939044,0.7993693938152527,0.041965045616523144,0.041965045616523144
40,Phased_Adaptive,3,R,6.8295166045109355,-3.4562519175823847,-6.18456605537497,0.32690278560506225,0.043176424398479116,0.043176424398479116
